"I like to feel the butterflies in the stomach, I like to go home and have a restless night and wonder how I\'m going to be able to accomplish this feat, get jittery. That hunger and those butterflies in the stomach are very essential for all creative people.", Home
"I feel like I\'ve never had a home, you know? I feel related to the country, to this country, and yet I don\'t know exactly where I fit in... There\'s always this kind of nostalgia for a place, a place where you can reckon with yourself.", Home
"The prospect of going home is very appealing.", Home
"A heart makes a good home for the friend.", Home
"I love grocery shopping when I\'m home. That\'s what makes me feel totally normal. I love both the idea of home as in being with my family and friends, and also the idea of exploration. I think those two are probably my great interests.", Home
"Home, nowadays, is a place where part of the family waits till the rest of the family brings the car back.", Home
"I grew up in a household where everybody lived at the top of his lungs.", Home
"The home to everyone is to him his castle and fortress, as well for his defence against injury and violence, as for his repose.", Home
"I am not quite sure where home is right now. I do have places in London and Milan, and a house in Spain. I guess I would say home is where my mother is, and she lives in Spain.", Home
"I\'m going to buy some green bananas because by the time I get home they\'ll be ripe.", Home
"I\'m a real Suzy Homemaker.", Home
"The house has to please everyone, contrary to the work of art which does not. The work is a private matter for the artist. The house is not.", Home
"When I go home, its an easy way to be grounded. You learn to realize what truly matters.", Home
"I\'m lucky because I have a job I love. I really miss being away from home, being in my own bed, seeing my animals and siblings, having my moms cookies. I have a couple cats. I got a kitten about a year ago and now Im going on the road so I wont see him for a while. I feel bad.", Home
"Home is one\'s birthplace, ratified by memory.", Home
"Love begins by taking care of the closest ones - the ones at home.", Home
"Gratitude unlocks the fullness of life. It turns what we have into enough, and more. It turns denial into acceptance, chaos to order, confusion to clarity. It can turn a meal into a feast, a house into a home, a stranger into a friend.", Home
"The ache for home lives in all of us, the safe place where we can go as we are and not be questioned.", Home
"Home is where you feel at home and are treated well.", Home
"At home I am a nice guy: but I don\'t want the world to know. Humble people, I\'ve found, don\'t get very far.", Home
"When I am abroad, I always make it a rule never to criticize or attack the government of my own country. I make up for lost time when I come home.", Home
"I long, as does every human being, to be at home wherever I find myself.", Home
"Always be nice to your children because they are the ones who will choose your rest home.", Home
"For years my wedding ring has done its job. It has led me not into temptation. It has reminded my husband numerous times at parties that it\'s time to go home. It has been a source of relief to a dinner companion. It has been a status symbol in the maternity ward.", Home
"Nothing can bring a real sense of security into the home except true love.", Home
"He is happiest, be he king or peasant, who finds peace in his home.", Home
"One of the oldest human needs is having someone to wonder where you are when you don\'t come home at night.", Home
"So long as I\'m Commander-in-Chief, we will sustain the strongest military the world has ever known. When you take off the uniform, we will serve you as well as you\'ve served us - because no one who fights for this country should have to fight for a job, or a roof over their head, or the care that they need when they come home.", Home
"The instruction we find in books is like fire. We fetch it from our neighbours, kindle it at home, communicate it to others, and it becomes the property of all.", Home
"The most compelling reason for most people to buy a computer for the home will be to link it to a nationwide communications network. We\'re just in the beginning stages of what will be a truly remarkable breakthrough for most people - as remarkable as the telephone.", Home
"On the battlefield, the military pledges to leave no soldier behind. As a nation, let it be our pledge that when they return home, we leave no veteran behind.", Home
"I have an answering machine in my car. It says, I\'m home now. But leave a message and I\'ll call when I\'m out.", Home
"A man would prefer to come home to an unmade bed and a happy woman than to a neatly made bed and an angry woman.", Home
"The rulers of the state are the only persons who ought to have the privilege of lying, either at home or abroad; they may be allowed to lie for the good of the state.", Home
"All of us grow up in particular realities - a home, family, a clan, a small town, a neighborhood. Depending upon how we\'re brought up, we are either deeply aware of the particular reading of reality into which we are born, or we are peripherally aware of it.", Home
"Go to foreign countries and you will get to know the good things one possesses at home.", Home
"A man travels the world over in search of what he needs and returns home to find it.", Home
"If I win and get the money, then the Oakland Police department is going to buy a boys\' home, me a house, my family a house, and a Stop Police Brutality Center.", Home
"It\'s passionately interesting for me that the things that I learned in a small town, in a very modest home, are just the things that I believe have won the election.", Home
"Once you get a spice in your home, you have it forever. Women never throw out spices. The Egyptians were buried with their spices. I know which one I\'m taking with me when I go.", Home
"As a housewife, I feel that if the kids are still alive when my husband gets home from work, then hey, I\'ve done my job.", Home
"Basically my wife was immature. I\'d be at home in the bath and she\'d come in and sink my boats.", Home
"For more than four decades, the Libyan people have been ruled by a tyrant - Moammar Gaddafi. He has denied his people freedom, exploited their wealth, murdered opponents at home and abroad, and terrorized innocent people around the world - including Americans who were killed by Libyan agents.", Home
"I really don\'t like to do back-to-back movies. I concentrate on things at home. My family and school life are important to me. I try to do one movie a year.", Home
"I think I\'m becoming more relaxed in front of a camera. I suppose I\'ll always feel slightly more at home on stage. It\'s more of an actor\'s medium. You are your own editor, nobody else is choosing what is being seen of you.", Home
"I have hair that I audition with, my sitcom hair which is a curly wig. I have my long chic hair that I wear to my son\'s school so they know I\'m not playing around. I always tell people that my husband gets a different woman every night when I come home from \'The View.\' Hair makes you feel a certain way, like putting a power suit on.", Home
"By measuring the proportion of children living with the same parents from birth and whether their parents report a good quality relationship we are driving home the message that social programmes should promote family stability and avert breakdown.", Home
"I\'m super lucky because I come home and I don\'t have to run errands and clean the house and do all that.", Home
"I am a particular fan of integrative exercise - that is, exercise that occurs in the course of doing some productive activity such as gardening, bicycling to work, doing home improvement projects and so on.", Home
"A beautiful bouquet or a long-lasting flowering plant is a traditional gift for women, but I have recommended that both men and women keep fresh flowers in the home for their beauty, fragrance, and the lift they give our spirits.", Home
"We have weapons of mass destruction we have to address here at home. Poverty is a weapon of mass destruction. Homelessness is a weapon of mass destruction. Unemployment is a weapon of mass destruction.", Home
"I don\'t know what \'home\' or \'abroad\' is any more.", Home
"When I was 14, I felt very rundown; I had a home to go to, but I felt like I was 60 or something, older than I feel now. And I don\'t know if it\'s something that happens at 14, or whether it was adolescence or whether I was gay, or closeted gay, or whatever it was, I felt that.", Home
"I made a real specific decision when I came out of school and most artists were writing about home - if you were a woman, you were writing about being a woman - and I decided not to do that, write about what you know. That\'s not what I do. I went as far away from home as possible in terms of the development of my imagination.", Home
"I think it\'s really important to give yourself a very big question that you\'re working on that you can come home to, even if you, you know, are going to have to go without a cup of coffee or even a meal, that that should nourish you.", Home
"I think because my life is so insane and it\'s constantly going at 120 miles per hour, my favorite thing to do is sit at home in front of the TV and check out.", Home
"Home is where my mom is.", Home
"As far I\'m concerned, being an adult is way more fun than being a kid. But then I was a kid who wanted to be an adult. I\'d watch shows like \'Bewitched\' and see Darren come home and mix a martini and I\'d go, \'That looks awesome! I want to do that!\'", Home
"Once I was gone for a month and I was just miserable, so I flew back from Florida for two hours just to be home and see my cats.", Home
"I get the first flight out from anywhere I am because I have to come home to my kids.", Home
"But you know, there\'s something about the kids finishing their homework in a given day, working one-on-one, getting all this attention - they go home, they\'re finished. They don\'t stall, they don\'t do their homework in front of the TV.", Home
"I live in a Mobile Home - I\'ve never had a house, except once; I rented a log cabin.", Home
"I\'m very lucky. I am one of those people who is able to go home, shut the front door and completely focus on the kids.", Home
"I met a lot of great people in Saudi Arabia and I\'d like to see them again. And I\'d love to spend more time in the desert and in the mountains. I felt really at home there.", Home
"I hardly ever go out when I\'m home.", Home
"I find peace anywhere I go. It depends on what is within the walls of my own home.", Home
"The truth is, if anyone saw my home life, I\'m pretty sure it would look like other families\' around the world. There\'s a lot of juggling to be done.", Home
"The day I finished \'Twilight,\' I came home and started bulking up. For \'New Moon,\' I\'m 30 pounds heavier than I was in \'Twilight.\'", Home
"A home is still the biggest asset that most Americans own.", Home
"The four places I\'ve called home in my life have been Lahore, London, New York and California. And I have a very strong tie to each one of those four places.", Home
"Buying a home wouldn\'t make much sense if house prices were likely to decline further; no one wants to catch a falling knife.", Home
"Nicknames are baseball, names like Zeke and Pie and Kiki and Home Run and Cracker and Dizzy and Dazzy.", Home
"My mother raised me in the church. I was not allowed to stay home on Sunday; there was no option. I sang in the choir all the way up until I went to college.", Home
"Well, I never wear shoes at home. Never.", Home
"My dad and I played music. He teaches me a song or two every time I\'m home.", Home
"When I hit a home run I usually didn\'t care where it went. So long as it was a home run was all that mattered.", Home
"We are victims of the post-Enlightenment view that the world functions like a sophisticated machine, to be understood like a textbook engineering problem and run by wonks. In other words, like a home appliance, not like the human body.", Home
"The dirty little secret is that I grew up in a household where there were no carbohydrates allowed, ever. No cookies, no bread, no potatoes, no rice. My mother was very extreme in terms of what she served. Since I left home more than 40 years ago, I\'ve been making it right for myself.", Home
"I learned that the hardest party to pull off successfully is Saturday night dinner. This meal is expected to be elaborate: appetizers, first course, dinner, dessert, and coffee. People arrive at 7:30 or 8 p.m. and stay for hours - definitely past my bedtime - and they all go home exhausted.", Home
"I\'ve got too many of my friends that retired and went home and got on a rocking chair, and about a year and a half later, I\'m always going to the cemetery.", Home
"The killer app that got the world ready for appliances was the light bulb. So the light bulb is what wired the world. And they weren\'t thinking about appliances when they wired the world. They were really thinking about - they weren\'t putting electricity into the home. They were putting lighting into the home.", Home
"I think my children know that Mother\'s priority is to be with them first. But I don\'t think it has to be an either/or situation. Work is very important to me, and it wouldn\'t be in the best interest of my children for me to stay home seven days a week.", Home
"The one thing that offends me the most is when I walk by a bank and see ads trying to convince people to take out second mortgages on their home so they can go on vacation. That\'s approaching evil.", Home
"Most of us in the baby-boom generation were raised by full-time mothers. Even as recently as 14 years ago, 6 out of 10 mothers with babies were staying at home. Today that is totally reversed. Does that mean we love our children less than our mothers loved us? No, but it certainly causes a lot of guilt trips.", Home
"I was a loner as a child and happiest at home, launching toy rockets and aeroplanes. When I started causing trouble in my third year at grammar school, Mum was really surprised. My parents sent me to a child psychologist, who suggested I might have Asperger\'s syndrome.", Home
"Mr. Fitzgerald, I believe that is how he spells his name, seems to believe that plagiarism begins at home.", Home
"I don\'t really know any other musicians like me. I grew up backstage with my dad who played in a post-war dance band, so I always feel at home at a venue.", Home
"I turned my home state of Florida into the Land of Xanth.", Home
"Because I\'m always away, coming home to a clean house means a lot to me. Trust me, I\'ve lived with a lot of roommates, and straight guys are just kids who don\'t pick up after themselves.", Home
"My house feels like a proper home. It\'s very relaxed with a hippyish vibe.", Home
"It will be a pity if women in the more conventional mould are to be phased out, for there will never be anyone to go home to.", Home
"At home in Victoria, we have three dogs, Tosh and Lucy, they\'re half Blue Heelers, and then there\'s Torrin a little Maltese terrier. She gets more attention in the house than anyone else! Yes, I miss them a lot.", Home
"I want any excuse to come home. My dad is not a spring chicken any more. If anyone says, \'Go buy a postage stamp in London,\' I\'ll go and do it.", Home
"Whether at work, at home or in public, we have been trained to believe that who we are at the core of our being is often unacceptable. As a result, we work diligently to live up to - and sometimes down to - what others have made us out to be, whether or not it is an accurate reflection of who we are.", Home
"It\'s like, if you can\'t focus on a movie for 90 minutes without looking at your phone, then don\'t go to the movies! You\'ve got some issues, so you should probably stay home and work on those issues, and not distract everyone with lights, and sounds, oh my gosh, the tapping on the screens, it makes me crazy!", Home
"I love being on stage if I\'m not on a set. If I\'m at home, I\'m usually in my office editing or reconstructing my website or whatever it may be. I just love putting creativity into a performance, so if the right script comes along, and I certainly am reading comedies and dramas now, then I\'m ready willing and able to give it a shot.", Home
"I have been mislabeled as a big advocate of low-income home ownership over rental.", Home
"I wouldn\'t say that processed food, ready meals and even takeaways aren\'t relevant to modern life, it\'s just that over the past 40 years there are three generations of people who have come out of school and gone through their home life without ever being shown how to cook properly.", Home
"I will end up with someone in the arts. I am positive. I eat, breathe and sleep acting. And I\'ll end up with someone who is happy staying at home and having me cook supper. But I also really need to be intellectually challenged and stimulated. I want someone bookish, and someone who is passionate.", Home
"From the moment this baby came into our home, those two dogs have never been more in love. It\'s the most beautiful thing I\'ve ever witnessed. People keep saying, \'Oh, you\'re a single mom.\' I\'m like, \'Actually, I\'m not. I\'ve got two boys helping.\'", Home
"After spending time with the rescued turkeys at Farm Sanctuary\'s shelter and seeing how similar they are to my furry companion animals at home, I knew I needed to do everything in my power to protect these friendly and curious birds from the daily pain and suffering they endure on factory farms.", Home
"I live by \'Go big or go home.\' That\'s with everything. It\'s like either commit and go for it or don\'t do it at all. I apply that to everything. I apply that to relationships, I apply that to like sports, I apply that to everything. That\'s what I live by. That\'s how I like it.", Home
"You can\'t control the paparazzi. But if you go to Coachella you\'re going to get photographed. Whereas if you\'re at home, walking down the street you probably won\'t. It\'s something I\'ve learnt to navigate my way around but I try to keep my private life private.", Home
"Some stuff I don\'t even put out. I\'ll just be home, happy, creating something for myself, and then ball it up and throw it in the trash. It\'s less about trying to prove something or get on somebody\'s list or make a fan happy or make a hater mad or convert a non-believer. That\'s not the case for me anymore.", Home
"In the later books I am much more at home in the use of language to describe things. I had never thought of that until a critic pointed that out.", Home
"I\'m kind of a homebody. My husband says I like to just stay home and do nothing, but that\'s just how I am.", Home
"Long weekends at festivals, short weeks at home, all summer long: now that is surely preferable to the immense cost and headache of the nuclear family holiday in the sun?", Home
"This whole head of the home thing has been blown way out of proportion. Some guys just take it way too far. Some parents take it way too far. Yet children need guidance. They need a parent to help and guide them. They also need a friend. They need a confidant.", Home
"When we are busy at work and busy at home, an hour\'s walking every day becomes a real luxury. If done alone, the walk injects a period of meditation into the day, and if done in company, it allows space for some really good conversation.", Home
"I want to spend as much time as I can with my family, yet I\'m aware of having to bring home the bacon.", Home
"You earn very little money on independent films and I\'m the provider for my home, so I do have to think of taking one for the accountant time and again and that means studio pictures.", Home
"I like spending time at home. In Paris, people drop by and have a bite to eat, or they drop by and watch Friends on TV. I take my dog to the office there, and I walk to work sometimes.", Home
"You may not like the idea of putting money into a home when you\'re moving out. But it\'s demanded by the market. You need to show it off. You don\'t have to rip out the kitchen and bathroom. But maybe replace the tiles or the countertops. Get professional advice.", Home
"I\'ve been a very lucky guy. I played on championship teams. I played for Canada. I\'ve won some awards and I\'m very proud of those accomplishments. But I don\'t think there\'s anything greater than to come home and to be recognized at home. This is the pinnacle.", Home
"I do 280 episodes of TV a year, write 15 recipes for the magazine, and publish an annual book. With all of that, we try to get one weekend a month with Isaboo at our home in the Adirondacks to relax and recharge.", Home
"I cook all my meals at home.", Home
"Hypocrites in the Church? Yes, and in the lodge and at the home. Don\'t hunt through the Church for a hypocrite. Go home and look in the mirror. Hypocrites? Yes. See that you make the number one less.", Home
"Africa for the Africans... at home and abroad!", Home
"You see much more of your children once they leave home.", Home
"Middle age is when you\'re sitting at home on a Saturday night and the telephone rings and you hope it isn\'t for you.", Home
"On Sundays when I speak, I hopefully give somebody something that they can use the next day at work or at home.", Home
"It may be that the satisfaction I need depends on my going away, so that when I\'ve gone and come back, I\'ll find it at home.", Home
"Home is where one starts from.", Home
"The Bible tells us that Jesus Christ came to do three things. He came to have my past forgiven, you get a purpose for living and a home in Heaven.", Home
"My wife met me at the door the other night in a sexy negligee. Unfortunately, she was just coming home.", Home
"The more one does and sees and feels, the more one is able to do, and the more genuine may be one\'s appreciation of fundamental things like home, and love, and understanding companionship.", Home
"I watched Titanic when I got back home from the hospital, and cried. I knew that my IQ had been damaged.", Home
"Analogies, it is true, decide nothing, but they can make one feel more at home.", Home
"My parents were the same in the pulpit as they were at home. I think that\'s where a lot of preachers\' kids get off base sometimes. Because they don\'t see the same things at both places.", Home
"I believe the home and marriage is the foundation of our society and must be protected.", Home
"Men of age object too much, consult too long, adventure too little, repent too soon, and seldom drive business home to the full period, but content themselves with a mediocrity of success.", Home
"My father probably thought the capital of the world was wherever he was at the time. It couldn\'t possibly be anyplace else. Where he and his wife were in their own home, that, for them, was the capital of the world.", Home
"The means of defense against foreign danger historically have become the instruments of tyranny at home.", Home
"Before deciding to retire, stay home for a week and watch the daytime TV shows.", Home
"The simplest questions are the most profound. Where were you born? Where is your home? Where are you going? What are you doing? Think about these once in a while and watch your answers change.", Home
"There are a number of things wrong with Washington. One of them is that everyone is too far from home.", Home
"Take, for example, the African jungle, the home of the cheetah. On whom does the cheetah prey? The old, the sick, the wounded, the weak, the very young, but never the strong. Lesson: If you would not be prey, you had better be strong.", Home
"If I don\'t get paid I\'m going to take a whole lot of Marshall amps home with me on the plane.", Home
"Irish women are always carrying water on their heads, and always carrying their husbands home from pubs. Such things are the greatest posture-builders in the world.", Home
"Once you\'re halfway home, you know that you can probably get the rest of the way there.", Home
"I support workplace clean air. But a federal ban on smoking would mean that you couldn\'t smoke in your own home. I don\'t care what people do in their home.", Home
"It\'s hard being away from home. But other than that, performing is the highlight of my day.", Home
"When I came home for the summer after my first year of college, I told my mother that my best friend and I were driving to California. She laughed out loud - 2,000 miles in a what? Well, my best friend had an old Chevy. What could go wrong?", Home
"As the prospect of a Tory government gets nearer, many traditional Labour voters - some who switched away in recent times and many who stayed at home - seem more determined to prevent that happening.", Home
"Great music is its own movie, already. And the challenge, as a music fan, is to keep the song as powerful as it wants to be, to not tamper with it and to somehow give it a home.", Home
"I do feel most at home playing live, but the feeling of getting into the studio to see the new songs take shape was really incredible.", Home
"We used to go to the pictures every Saturday night but we had to leave a little bit early and get home and watch Match of the Day - and my wife still complains she missed the last five minutes of every film we saw.", Home
"Divorce is one of the key predictors of poverty for a child growing up in a home that\'s broken.", Home
"When you have the paparazzi hiding in the bushes outside your home, the only thing you can control is how you respond publicly.", Home
"It\'s a sad day when the leaders of the free world engage in such deception and trickery. I voted against this unnecessary war and will continue to argue that the best way to support our troops is to bring them home.", Home
"Americans, particularly after World War II, tended to romanticize war because in World War II our cause was the cause of humanity, and our soldiers brought home glory and victory, and thank God that they did. But it led us to romanticize it to some extent.", Home
"Man hath still either toys or care: But hath no root, nor to one place is tied, but ever restless and irregular, about this earth doth run and ride. He knows he hath a home, but scarce knows where; He says it is so far, that he has quite forgot how to go there.", Home
"I remember when TiVO first came out I was all about TiVo. I came home and that thing was frozen, and I thought \'This is awful. This is the end of the world\'. Then I unplugged it, and I plugged it back in, and still frozen. It was paralyzing. I called them. They said, \'Just unplug it longer.\' Fixed. But it also taught me I\'m an addict.", Home
"I have a lightsaber at my front door for home protection. I have an 800-watt electric skateboard that I use to run errands in my neighborhood. It can go about six, seven miles, so depending on how much time I have, and how much I have to carry home, I\'ll take it really far. I love that thing.", Home
"I got a scholarship to Seattle University and I was writing arrangements for singers and everybody. But the music course was too dry and I really wanted to get away from home.", Home
"I\'m no hero. Heroes don\'t come back. Survivors return home. Heroes never come home. If anyone thinks I\'m a hero, I\'m not.", Home
"My friends back home are very supportive.", Home
"When we started the show, \'Dallas\' was known as the city where JFK was assassinated. By the end it was known as JR\'s home town.", Home
"I don\'t know what my label is. I just think of myself as a plain forward. I like to think I have some finesse to my game, but inside the paint is where men are made. If you can\'t play there, you should be home with your mama.", Home
"What does good in bed mean to me? When I\'m sick and I stay home from school propped up with lots of pillows watching TV and my mom brings me soup - that\'s good in bed.", Home
"A home without books is a body without soul.", Home
"We all have times when we go home at night and pull out our hair and feel misunderstood and lonely and like we\'re falling. I think the brain is such that there is always going to be something missing.", Home
"Charity begins at home, and justice begins next door.", Home
"Home is a name, a word, it is a strong one; stronger than magician ever spoke, or spirit ever answered to, in the strongest conjuration.", Home
"The only way I\'d be caught without makeup is if my radio fell in the bathtub while I was taking a bath and electrocuted me and I was in between makeup at home. I hope my husband would slap a little lipstick on me before he took me to the morgue.", Home
"I have Social Disease. I have to go out every night. If I stay home one night I start spreading rumors to my dogs.", Home
"But, you know, you can\'t be a star at home.", Home
"Of all the home remedies, a good wife is best.", Home
"I never come back home with the same moral character I went out with; something or other becomes unsettled where I had achieved internal peace; some one or other of the things I had put to flight reappears on the scene.", Home
"You come home, and you party. But after that, you get a hangover. Everything about that is negative.", Home
"I had a lot of dates but I decided to stay home and dye my eyebrows.", Home
"I used to work in a funeral home to feel good about myself, just the fact that I was breathing.", Home
"The loss of liberty at home is to be charged to the provisions against danger, real or imagined, from abroad.", Home
"When everyone goes home, you\'re stuck with yourself.", Home
"It is a universal truth that the loss of liberty at home is to be charged to the provisions against danger, real or pretended, from abroad.", Home
"To be happy at home is the ultimate result of all ambition, the end to which every enterprise and labor tends, and of which every desire prompts the prosecution.", Home
"I got a lovely check today from being a writer that I earned by sitting at home. That\'s rewarding.", Home
"We are not about to send American boys 9 or 10 thousand miles away from home to do what Asian boys ought to be doing for themselves.", Home
"I like making things. I have a wood shop at home. I am a terrible carpenter but I love doing it.", Home
"I suppose I could have stayed home and baked cookies and had teas.", Home
"I would drive home and see people wearing my No. 34 jersey and wonder why, because I didn\'t feel worthy of that. And all the time I just knew people were staring at me, talking about me everywhere I went.", Home
"I exercise about 40 minutes a day, and I\'ll run one day and do circuit training the next day. I live in an area where there are brilliant hills and mountains, so I get a good hill run with my dog. At home, I\'ll do the circuit training with old weights, along with pull-ups in the trees and that sort of stuff.", Home
"When I\'m filming, survival requires movement. You need your energy, and you\'ve got to eat the bad stuff, and survival food is rarely pretty, but you kind of do it. I get in that zone, and I eat the nasty stuff, but I\'m not like that when I\'m back home.", Home
"The American dream seems to be thriving in Europe not at home.", Home
"The technological revolution at home makes it much easier for computers to do our work.", Home
"For the love of God, folks, don\'t try this at home.", Home
"It was hard to be away from home, but I am glad that I am home now.", Home
"During the periods in my marriage when I chose to stay home with my kids rather than work as an attorney, it caused me no end of anxiety. Despite the fact that I knew I was contributing to our family by caring for our children, I still felt that my worth was less because I wasn\'t earning.", Home
"I consider myself a product of Alaska. The love and the debt that I feel to my home state, you always want your hometown to be the proudest of you.", Home
"I\'m still really close with everyone at home and their parents - and their brothers and sisters. I was so, so, so lucky to grow up as part of a community and I don\'t take that for granted. I try very hard to stay part of it.", Home
"I wouldn\'t mind producing a movie with a music storyline, but acting in one is too close to home.", Home
"So long as I can stay mentally alert - inquiring, curious - I want to keep going. I love my wife and my children, but I don\'t want to sit around at home with them. We go on safaris and things like that. I can do that for a couple of weeks a year. I\'m just not ready to stop, to die.", Home
"And now, I still really don\'t care that much but now I have music playing all the time at home, which is a first for me. Whatever. Everything from Ani DiFranco to Dave Matthews to Jack Johnson and Norah Jones.", Home
"My sisters both are working mothers. I understand that my being an actress as well as being at home isn\'t some heroic thing. That doesn\'t mean it isn\'t confusing or difficult - especially that question of how you find a balance.", Home
"Greed has driven the world crazy. And I think I\'m lucky that I have a place over here that I can call home.", Home
"Actors always talk about taking their work home and I always think: \'What are you on? You just turn it off. You are at work and then you go home.\'", Home
"I have two Golden Boot awards at home. It would be nice to win another, but I wouldn\'t mind it if I didn\'t.", Home
"I can write pretty much anywhere if you give me time and some quiet. The home is not usually the best place because I have four children. It\'s usually pandemonium around here!", Home
"I live a dual life. On the red carpet, it\'s complete glam. But at home, I\'m a jeans and T-shirt kind of girl. Simple can be beautiful.", Home
"My career always took me away from home, I was always away from home and I just wanted to be at home.", Home
"In all honesty, at that time, I never saw myself as an author... I was just a Mom in a state of panic, trying to enter a short story contest to win the prize money in order to keep the lights on in my home.", Home
"I am an American citizen and it is my home now. I like the U.S.A., which is not a place too many people have liked since Bush. The U.S. has a young population, and everything can change within a year.", Home
"It\'s like, now you\'re actually complaining because you\'re making $9 million and guys are making more? If it makes you that upset, quit. Leave the game. Go home then and try finding another job that\'s going to pay you that.", Home
"My American home is L.A., which is the ultimate city for 365 days of summer.", Home
"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.", Truth
"Anyone who doesn\'t take truth seriously in small matters cannot be trusted in large ones either.", Truth
"Three things cannot be long hidden: the sun, the moon, and the truth.", Truth
"There are only two mistakes one can make along the road to truth; not going all the way, and not starting.", Truth
"If you tell the truth, you don\'t have to remember anything.", Truth
"A lie gets halfway around the world before the truth has a chance to get its pants on.", Truth
"I believe that unarmed truth and unconditional love will have the final word in reality. This is why right, temporarily defeated, is stronger than evil triumphant.", Truth
"I am a firm believer in the people. If given the truth, they can be depended upon to meet any national crisis. The great point is to bring them the real facts.", Truth
"The truth is incontrovertible. Malice may attack it, ignorance may deride it, but in the end, there it is.", Truth
"If you are out to describe the truth, leave elegance to the tailor.", Truth
"In matters of truth and justice, there is no difference between large and small problems, for issues concerning the treatment of people are all the same.", Truth
"Even if you are a minority of one, the truth is the truth.", Truth
"In a time of universal deceit - telling the truth is a revolutionary act.", Truth
"Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth.", Truth
"An error does not become truth by reason of multiplied propagation, nor does truth become error because nobody sees it.", Truth
"If you look for truth, you may find comfort in the end; if you look for comfort you will not get either comfort or truth only soft soap and wishful thinking to begin, and in the end, despair.", Truth
"It\'s no wonder that truth is stranger than fiction. Fiction has to make sense.", Truth
"Truth is by nature self-evident. As soon as you remove the cobwebs of ignorance that surround it, it shines clear.", Truth
"There\'s a world of difference between truth and facts. Facts can obscure the truth.", Truth
"Truth is the most valuable thing we have. Let us economize it.", Truth
"The truth is rarely pure and never simple.", Truth
"All truth passes through three stages. First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as being self-evident.", Truth
"Reason is the natural order of truth; but imagination is the organ of meaning.", Truth
"Truth is a deep kindness that teaches us to be content in our everyday life and share with the people the same happiness.", Truth
"The great enemy of the truth is very often not the lie, deliberate, contrived and dishonest, but the myth, persistent, persuasive and unrealistic.", Truth
"Gossip needn\'t be false to be evil - there\'s a lot of truth that shouldn\'t be passed around.", Truth
"I am the Way, the Truth, and the Life. No one comes to the Father except through me.", Truth
"Truth is so rare that it is delightful to tell it.", Truth
"If you do not tell the truth about yourself you cannot tell it about other people.", Truth
"Tell me I\'m clever, Tell me I\'m kind, Tell me I\'m talented, Tell me I\'m cute, Tell me I\'m sensitive, Graceful and wise, Tell me I\'m perfect - But tell me the truth.", Truth
"Truth, like gold, is to be obtained not by its growth, but by washing away from it all that is not gold.", Truth
"The truth of the matter is that you always know the right thing to do. The hard part is doing it.", Truth
"For my part, whatever anguish of spirit it may cost, I am willing to know the whole truth; to know the worst and provide for it.", Truth
"If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things.", Truth
"If you shut up truth, and bury it underground, it will but grow.", Truth
"My guiding principles in life are to be honest, genuine, thoughtful and caring.", Truth
"Sometimes the truth hurts. And sometimes it feels real good.", Truth
"Betrayal is the only truth that sticks.", Truth
"To myself I am only a child playing on the beach, while vast oceans of truth lie undiscovered before me.", Truth
"We swallow greedily any lie that flatters us, but we sip only little by little at a truth we find bitter.", Truth
"Your problem is how you are going to spend this one odd and precious life you have been issued. Whether you\'re going to spend it trying to look good and creating the illusion that you have power over people and circumstances, or whether you are going to taste it, enjoy it and find out the truth about who you are.", Truth
"Gossip is called gossip because it\'s not always the truth.", Truth
"There are trivial truths and the great truths. The opposite of a trivial truth is plainly false. The opposite of a great truth is also true.", Truth
"A lie which is half a truth is ever the blackest of lies.", Truth
"Fear is not in the habit of speaking truth; when perfect sincerity is expected, perfect freedom must be allowed; nor has anyone who is apt to be angry when he hears the truth any cause to wonder that he does not hear it.", Truth
"It becomes more necessary to see the truth as it is if you realize that the only vehicle for change are these people who have lost their personality.", Truth
"The truth. It is a beautiful and terrible thing, and must therefore be treated with great caution.", Truth
"Infinite love is the only truth. Everything else is illusion.", Truth
"The first reaction to truth is hatred.", Truth
"Truth is tough. It will not break, like a bubble, at a touch; nay, you may kick it about all day like a football, and it will be round and full at evening.", Truth
"Rather than love, than money, than fame, give me truth.", Truth
"I\'m for truth, no matter who tells it. I\'m for justice, no matter who it\'s for or against.", Truth
"Our duty is to encourage every one in his struggle to live up to his own highest idea, and strive at the same time to make the ideal as near as possible to the Truth.", Truth
"All fixed set patterns are incapable of adaptability or pliability. The truth is outside of all fixed patterns.", Truth
"Light is the symbol of truth.", Truth
"Tell the children the truth.", Truth
"Truth is beautiful, without doubt; but so are lies.", Truth
"Half a truth is often a great lie.", Truth
"Truth will ultimately prevail where there is pains to bring it to light.", Truth
"Truth can be stated in a thousand different ways, yet each one can be true.", Truth
"The words of truth are always paradoxical.", Truth
"Plato is dear to me, but dearer still is truth.", Truth
"All credibility, all good conscience, all evidence of truth come only from the senses.", Truth
"On the mountains of truth you can never climb in vain: either you will reach a point higher up today, or you will be training your powers so that you will be able to climb higher tomorrow.", Truth
"The truth will set you free, but first it will make you miserable.", Truth
"A lot of truth is said in jest.", Truth
"Seek not greatness, but seek truth and you will find both.", Truth
